Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
East Asia & Pacific - WB,1991,11.58891679
East Asia & Pacific - WB,1992,11.64423023
East Asia & Pacific - WB,1993,11.68633034
East Asia & Pacific - WB,1994,11.71139051
East Asia & Pacific - WB,1995,11.71731113
East Asia & Pacific - WB,1996,11.70966459
East Asia & Pacific - WB,1997,11.69704508
East Asia & Pacific - WB,1998,11.67930643
East Asia & Pacific - WB,1999,11.6575113
East Asia & Pacific - WB,2000,11.6303405
East Asia & Pacific - WB,2001,11.59388355
East Asia & Pacific - WB,2002,11.54540404
East Asia & Pacific - WB,2003,11.49352508
East Asia & Pacific - WB,2004,11.44580718
East Asia & Pacific - WB,2005,11.40988166
East Asia & Pacific - WB,2006,11.38048714
East Asia & Pacific - WB,2007,11.34705903
East Asia & Pacific - WB,2008,11.31200572
East Asia & Pacific - WB,2009,11.27857075
East Asia & Pacific - WB,2010,11.25062595
East Asia & Pacific - WB,2011,11.22246446
East Asia & Pacific - WB,2012,11.18857748
East Asia & Pacific - WB,2013,11.15630175
East Asia & Pacific - WB,2014,11.13149744
East Asia & Pacific - WB,2015,11.12276589
East Asia & Pacific - WB,2016,11.14826106
East Asia & Pacific - WB,2017,11.1766293
East Asia & Pacific - WB,2018,11.17166055
East Asia & Pacific - WB,2019,11.14648835
Eastern Europe,1990,11.83724239
Eastern Europe,1991,11.87533928
Eastern Europe,1992,11.91014821
Eastern Europe,1993,11.9431829
Eastern Europe,1994,11.9747411
Eastern Europe,1995,12.00333222
Eastern Europe,1996,12.03236461
Eastern Europe,1997,12.0606736
Eastern Europe,1998,12.08524368
Eastern Europe,1999,12.10280501
Eastern Europe,2000,12.10890475
Eastern Europe,2001,12.09382503
Eastern Europe,2002,12.05869102
Eastern Europe,2003,12.01314076
Eastern Europe,2004,11.9657276
Eastern Europe,2005,11.92571386
Eastern Europe,2006,11.88667879
Eastern Europe,2007,11.84067252
Eastern Europe,2008,11.79494145
Eastern Europe,2009,11.75601232
Eastern Europe,2010,11.72942149
Eastern Europe,2011,11.71772311
Eastern Europe,2012,11.71512783
Eastern Europe,2013,11.71802562
Eastern Europe,2014,11.72268981
Eastern Europe,2015,11.72210029
Eastern Europe,2016,11.71836755
Eastern Europe,2017,11.71202558
Eastern Europe,2018,11.69905499
Eastern Europe,2019,11.6768436
Eastern Mediterranean Region,1990,15.06113773
Eastern Mediterranean Region,1991,15.04871188
Eastern Mediterranean Region,1992,15.03630417
Eastern Mediterranean Region,1993,15.0303213
Eastern Mediterranean Region,1994,15.02738258
Eastern Mediterranean Region,1995,15.02506469
Eastern Mediterranean Region,1996,15.02029158
Eastern Mediterranean Region,1997,15.01180324
Eastern Mediterranean Region,1998,14.99989186
Eastern Mediterranean Region,1999,14.98673379
Eastern Mediterranean Region,2000,14.97416977
Eastern Mediterranean Region,2001,14.96616765
Eastern Mediterranean Region,2002,14.95992071
Eastern Mediterranean Region,2003,14.95287807
Eastern Mediterranean Region,2004,14.94429986
Eastern Mediterranean Region,2005,14.9344241
Eastern Mediterranean Region,2006,14.92903401
Eastern Mediterranean Region,2007,14.93485501
Eastern Mediterranean Region,2008,14.94496667
Eastern Mediterranean Region,2009,14.95270525
Eastern Mediterranean Region,2010,14.95072128
Eastern Mediterranean Region,2011,14.94960322
Eastern Mediterranean Region,2012,14.96519492
Eastern Mediterranean Region,2013,14.98562855
Eastern Mediterranean Region,2014,15.00061426
Eastern Mediterranean Region,2015,15.00077823
Eastern Mediterranean Region,2016,14.96387638
Eastern Mediterranean Region,2017,14.93041156
Eastern Mediterranean Region,2018,14.93590792
Eastern Mediterranean Region,2019,14.96074343
Eastern sub-Saharan Africa,1990,13.22596182
Eastern sub-Saharan Africa,1991,13.23867821
Eastern sub-Saharan Africa,1992,13.25021084
Eastern sub-Saharan Africa,1993,13.260585
Eastern sub-Saharan Africa,1994,13.27299408
Eastern sub-Saharan Africa,1995,13.28460158
Eastern sub-Saharan Africa,1996,13.29831069
Eastern sub-Saharan Africa,1997,13.31482011
Eastern sub-Saharan Africa,1998,13.33012664
Eastern sub-Saharan Africa,1999,13.34015839
Eastern sub-Saharan Africa,2000,13.33952671
Eastern sub-Saharan Africa,2001,13.32555555
Eastern sub-Saharan Africa,2002,13.3001721
Eastern sub-Saharan Africa,2003,13.27025296
Eastern sub-Saharan Africa,2004,13.24129752
Eastern sub-Saharan Africa,2005,13.21667052
Eastern sub-Saharan Africa,2006,13.18900386
Eastern sub-Saharan Africa,2007,13.14955418
Eastern sub-Saharan Africa,2008,13.1052277
Eastern sub-Saharan Africa,2009,13.06158637
Eastern sub-Saharan Africa,2010,13.02443476
Eastern sub-Saharan Africa,2011,12.99296931
Eastern sub-Saharan Africa,2012,12.96349719
Eastern sub-Saharan Africa,2013,12.93733457
Eastern sub-Saharan Africa,2014,12.91775553
Eastern sub-Saharan Africa,2015,12.90483907
Eastern sub-Saharan Africa,2016,12.90524459
Eastern sub-Saharan Africa,2017,12.9067647
Eastern sub-Saharan Africa,2018,12.90543992
Eastern sub-Saharan Africa,2019,12.9041557
Commonwealth,1990,13.64574967
Commonwealth,1991,13.69411261
Commonwealth,1992,13.73173714
Commonwealth,1993,13.75664806
Commonwealth,1994,13.76504345
Commonwealth,1995,13.75292617
Commonwealth,1996,13.71475175
Commonwealth,1997,13.6559211
Commonwealth,1998,13.59204502
Commonwealth,1999,13.5379811
Commonwealth,2000,13.50886408
Commonwealth,2001,13.51080328
Commonwealth,2002,13.53140925
Commonwealth,2003,13.55921292
Commonwealth,2004,13.58131753
Commonwealth,2005,13.5852994
Commonwealth,2006,13.5464782
Commonwealth,2007,13.46789756
Commonwealth,2008,13.37422952
Commonwealth,2009,13.29175147
Commonwealth,2010,13.24604229
Commonwealth,2011,13.23167332
Commonwealth,2012,13.22258437
Commonwealth,2013,13.21489589
Commonwealth,2014,13.20664732
Commonwealth,2015,13.19338767
Commonwealth,2016,13.17401054
Commonwealth,2017,13.15342611
Commonwealth,2018,13.11840101
Commonwealth,2019,13.06380385
Commonwealth High Income,1990,15.53971176
Commonwealth High Income,1991,15.53120332
Commonwealth High Income,1992,15.52138028
Commonwealth High Income,1993,15.51299569
Commonwealth High Income,1994,15.50347791
Commonwealth High Income,1995,15.49726859
Commonwealth High Income,1996,15.46005172
Commonwealth High Income,1997,15.38376533
Commonwealth High Income,1998,15.29521881
Commonwealth High Income,1999,15.22406672
Commonwealth High Income,2000,15.19119352
Commonwealth High Income,2001,15.18861191
Commonwealth High Income,2002,15.19353147
Commonwealth High Income,2003,15.20292059
Commonwealth High Income,2004,15.20754659
Commonwealth High Income,2005,15.20531034
Commonwealth High Income,2006,15.23464436
Commonwealth High Income,2007,15.31821849
Commonwealth High Income,2008,15.42090683
Commonwealth High Income,2009,15.51313336
Commonwealth High Income,2010,15.56229133
Commonwealth High Income,2011,15.58910689
Commonwealth High Income,2012,15.63322808
Commonwealth High Income,2013,15.68277872
Commonwealth High Income,2014,15.72204692
Commonwealth High Income,2015,15.73966123
Commonwealth High Income,2016,15.70751835
Commonwealth High Income,2017,15.68232884
Commonwealth High Income,2018,15.69920091
Commonwealth High Income,2019,15.74054324
Commonwealth Low Income,1990,13.34214144
Commonwealth Low Income,1991,13.30141867
Commonwealth Low Income,1992,13.25848877
Commonwealth Low Income,1993,13.21777371
Commonwealth Low Income,1994,13.18201573
Commonwealth Low Income,1995,13.15283258
Commonwealth Low Income,1996,13.12721922
Commonwealth Low Income,1997,13.10150154
Commonwealth Low Income,1998,13.07486866
Commonwealth Low Income,1999,13.04474154
Commonwealth Low Income,2000,13.0110586
Commonwealth Low Income,2001,12.99056498
Commonwealth Low Income,2002,12.9887413
Commonwealth Low Income,2003,12.9934407
Commonwealth Low Income,2004,12.98907429
Commonwealth Low Income,2005,12.96303976
Commonwealth Low Income,2006,12.90305632
Commonwealth Low Income,2007,12.82539981
Commonwealth Low Income,2008,12.74217878
Commonwealth Low Income,2009,12.66729592
Commonwealth Low Income,2010,12.61328764
Commonwealth Low Income,2011,12.57608455
Commonwealth Low Income,2012,12.54343013
Commonwealth Low Income,2013,12.51402498
Commonwealth Low Income,2014,12.49245624
Commonwealth Low Income,2015,12.47333184
Commonwealth Low Income,2016,12.46227269
Commonwealth Low Income,2017,12.45350588
Commonwealth Low Income,2018,12.45111897
Commonwealth Low Income,2019,12.45537383
Commonwealth Middle Income,1990,13.63872701
Commonwealth Middle Income,1991,13.70874609
Commonwealth Middle Income,1992,13.765315
Commonwealth Middle Income,1993,13.80504397
Commonwealth Middle Income,1994,13.82409492
Commonwealth Middle Income,1995,13.81697104
Commonwealth Middle Income,1996,13.77920707
Commonwealth Middle Income,1997,13.71862608
Commonwealth Middle Income,1998,13.65273471
Commonwealth Middle Income,1999,13.59840849
Commonwealth Middle Income,2000,13.57309189
Commonwealth Middle Income,2001,13.58302766
Commonwealth Middle Income,2002,13.61411554
Commonwealth Middle Income,2003,13.65299911
Commonwealth Middle Income,2004,13.6858446
Commonwealth Middle Income,2005,13.69878338
Commonwealth Middle Income,2006,13.66002362
Commonwealth Middle Income,2007,13.57013315
Commonwealth Middle Income,2008,13.46081781
Commonwealth Middle Income,2009,13.36522044
Commonwealth Middle Income,2010,13.31566511
Commonwealth Middle Income,2011,13.3038467
Commonwealth Middle Income,2012,13.29630761
Commonwealth Middle Income,2013,13.28974816
Commonwealth Middle Income,2014,13.28198967
Commonwealth Middle Income,2015,13.26951192
Commonwealth Middle Income,2016,13.25197701
Commonwealth Middle Income,2017,13.2319852
Commonwealth Middle Income,2018,13.18964615
Commonwealth Middle Income,2019,13.12018373
Caribbean,1990,15.05368992
Caribbean,1991,15.0468899
Caribbean,1992,15.03945558
Caribbean,1993,15.03188957
Caribbean,1994,15.02235818
Caribbean,1995,15.01325033
Caribbean,1996,15.00382495
Caribbean,1997,14.99244864
Caribbean,1998,14.98123777
Caribbean,1999,14.96572339
Caribbean,2000,14.95039713
Caribbean,2001,14.93260371
Caribbean,2002,14.91670157
Caribbean,2003,14.89922612
Caribbean,2004,14.88395201
Caribbean,2005,14.86793727
Caribbean,2006,14.85120274
Caribbean,2007,14.83468605
Caribbean,2008,14.8228491
Caribbean,2009,14.81757955
Caribbean,2010,14.81904589
Caribbean,2011,14.82808385
Caribbean,2012,14.84388265
Caribbean,2013,14.86019542
Caribbean,2014,14.87655267
Caribbean,2015,14.88376535
Caribbean,2016,14.88510749
Caribbean,2017,14.88427538
Caribbean,2018,14.90218799
Caribbean,2019,14.93005098
Central African Republic,1990,14.2119751
Central African Republic,1991,14.22809015
Central African Republic,1992,14.24705496
Central African Republic,1993,14.25763994
Central African Republic,1994,14.27046806
Central African Republic,1995,14.28141615
Central African Republic,1996,14.2932761
Central African Republic,1997,14.30779011
Central African Republic,1998,14.32400429
Central African Republic,1999,14.33812247
Central African Republic,2000,14.3478408
Central African Republic,2001,14.3532717
Central African Republic,2002,14.35925471
Central African Republic,2003,14.36598427
Central African Republic,2004,14.36831335
Central African Republic,2005,14.36814657
Central African Republic,2006,14.36052945
Central African Republic,2007,14.35030652
Central African Republic,2008,14.33993496
Central African Republic,2009,14.33265652
Central African Republic,2010,14.3362306
Central African Republic,2011,14.35604231
Central African Republic,2012,14.39617783
Central African Republic,2013,14.44672778
Central African Republic,2014,14.49693798
Central African Republic,2015,14.53901638
Central African Republic,2016,14.58091385
Central African Republic,2017,14.61354201
Central African Republic,2018,14.63652603
Central African Republic,2019,14.65020866
Central Asia,1990,10.84321092
Central Asia,1991,10.86643354
Central Asia,1992,10.89273937
Central Asia,1993,10.92050567
Central Asia,1994,10.95023172
Central Asia,1995,10.98214512
Central Asia,1996,11.0228219
Central Asia,1997,11.07277345
Central Asia,1998,11.1237015
Central Asia,1999,11.16325521
Central Asia,2000,11.18339298
Central Asia,2001,11.18160764
Central Asia,2002,11.16941973
Central Asia,2003,11.14932494
Central Asia,2004,11.12650105
Central Asia,2005,11.10300974
Central Asia,2006,11.06972832
Central Asia,2007,11.02409207
Central Asia,2008,10.97189307
Central Asia,2009,10.92277121
Central Asia,2010,10.88630989
Central Asia,2011,10.86006435
Central Asia,2012,10.83837174
Central Asia,2013,10.81949539
Central Asia,2014,10.80268812
Central Asia,2015,10.78637031
Central Asia,2016,10.76966121
Central Asia,2017,10.75803879
Central Asia,2018,10.74879247
Central Asia,2019,10.74573238
Central Europe,1990,11.31244835
Central Europe,1991,11.33157
Central Europe,1992,11.34382374
Central Europe,1993,11.35188091
Central Europe,1994,11.35587704
Central Europe,1995,11.35728879
Central Europe,1996,11.35576586
Central Europe,1997,11.34799281
Central Europe,1998,11.33508492
Central Europe,1999,11.3179163
Central Europe,2000,11.30158667
Central Europe,2001,11.2804039
Central Europe,2002,11.24878903
Central Europe,2003,11.2120732
Central Europe,2004,11.17739603
Central Europe,2005,11.15074475
Central Europe,2006,11.13021356
Central Europe,2007,11.11077767
Central Europe,2008,11.0933012
Central Europe,2009,11.07784871
Central Europe,2010,11.0634244
Central Europe,2011,11.0543666
Central Europe,2012,11.0474063
Central Europe,2013,11.04298961
Central Europe,2014,11.03744432
Central Europe,2015,11.029352
Central Europe,2016,11.02192195
Central Europe,2017,11.01541251
Central Europe,2018,11.02356117
Central Europe,2019,11.05044023
"Central Europe, Eastern Europe, and Central Asia",1990,11.52164749
"Central Europe, Eastern Europe, and Central Asia",1991,11.5508507
"Central Europe, Eastern Europe, and Central Asia",1992,11.57732157
"Central Europe, Eastern Europe, and Central Asia",1993,11.60216446
"Central Europe, Eastern Europe, and Central Asia",1994,11.62473577
"Central Europe, Eastern Europe, and Central Asia",1995,11.64432334
"Central Europe, Eastern Europe, and Central Asia",1996,11.66445366
"Central Europe, Eastern Europe, and Central Asia",1997,11.68454962
"Central Europe, Eastern Europe, and Central Asia",1998,11.7015745
"Central Europe, Eastern Europe, and Central Asia",1999,11.7111734
"Central Europe, Eastern Europe, and Central Asia",2000,11.7105359
"Central Europe, Eastern Europe, and Central Asia",2001,11.69337966
"Central Europe, Eastern Europe, and Central Asia",2002,11.66144318
"Central Europe, Eastern Europe, and Central Asia",2003,11.62141863
"Central Europe, Eastern Europe, and Central Asia",2004,11.57991116
"Central Europe, Eastern Europe, and Central Asia",2005,11.54381636
"Central Europe, Eastern Europe, and Central Asia",2006,11.5081222
"Central Europe, Eastern Europe, and Central Asia",2007,11.46739765
"Central Europe, Eastern Europe, and Central Asia",2008,11.4261428
"Central Europe, Eastern Europe, and Central Asia",2009,11.38908566
"Central Europe, Eastern Europe, and Central Asia",2010,11.36093367
"Central Europe, Eastern Europe, and Central Asia",2011,11.34423613
"Central Europe, Eastern Europe, and Central Asia",2012,11.33419751
"Central Europe, Eastern Europe, and Central Asia",2013,11.3282917
"Central Europe, Eastern Europe, and Central Asia",2014,11.32301473
"Central Europe, Eastern Europe, and Central Asia",2015,11.31404255
"Central Europe, Eastern Europe, and Central Asia",2016,11.30305368
"Central Europe, Eastern Europe, and Central Asia",2017,11.29276296
"Central Europe, Eastern Europe, and Central Asia",2018,11.28461315
"Central Europe, Eastern Europe, and Central Asia",2019,11.27890743
Central Latin America,1990,11.71266624
Central Latin America,1991,11.72971409
Central Latin America,1992,11.74809723
Central Latin America,1993,11.76781193
Central Latin America,1994,11.78940096
Central Latin America,1995,11.80825249
Central Latin America,1996,11.85742481
Central Latin America,1997,11.94899654
Central Latin America,1998,12.05832073
Central Latin America,1999,12.1616669
Central Latin America,2000,12.23313916
Central Latin America,2001,12.28437059
Central Latin America,2002,12.33964082
Central Latin America,2003,12.3933294
Central Latin America,2004,12.43708071
Central Latin America,2005,12.46487571
Central Latin America,2006,12.46330355
Central Latin America,2007,12.43468606
Central Latin America,2008,12.39598557
Central Latin America,2009,12.36327061
Central Latin America,2010,12.35370432
Central Latin America,2011,12.35579489
Central Latin America,2012,12.3485781
Central Latin America,2013,12.33857191
Central Latin America,2014,12.33409138
Central Latin America,2015,12.33721828
Central Latin America,2016,12.41411811
Central Latin America,2017,12.48964892
Central Latin America,2018,12.49749947
Central Latin America,2019,12.5026176
Central sub-Saharan Africa,1990,13.49182872
Central sub-Saharan Africa,1991,13.5115021
Central sub-Saharan Africa,1992,13.53408444
Central sub-Saharan Africa,1993,13.55580723
Central sub-Saharan Africa,1994,13.58034064
Central sub-Saharan Africa,1995,13.60963899
Central sub-Saharan Africa,1996,13.64172446
Central sub-Saharan Africa,1997,13.67979964
Central sub-Saharan Africa,1998,13.71390026
Central sub-Saharan Africa,1999,13.74765415
Central sub-Saharan Africa,2000,13.77381471
Central sub-Saharan Africa,2001,13.78938619
Central sub-Saharan Africa,2002,13.80386338
Central sub-Saharan Africa,2003,13.81255641
Central sub-Saharan Africa,2004,13.81369588
Central sub-Saharan Africa,2005,13.80779438
Central sub-Saharan Africa,2006,13.79704448
Central sub-Saharan Africa,2007,13.78169359
Central sub-Saharan Africa,2008,13.7624422
Central sub-Saharan Africa,2009,13.74866959
Central sub-Saharan Africa,2010,13.73867784
Central sub-Saharan Africa,2011,13.72542687
Central sub-Saharan Africa,2012,13.70244987
Central sub-Saharan Africa,2013,13.67105405
Central sub-Saharan Africa,2014,13.64090931
Central sub-Saharan Africa,2015,13.61840669
Central sub-Saharan Africa,2016,13.59428932
Central sub-Saharan Africa,2017,13.57700653
Central sub-Saharan Africa,2018,13.57050828
Central sub-Saharan Africa,2019,13.57221464
Asia,1990,12.53574824
Asia,1991,12.59900386
Asia,1992,12.65110448
Asia,1993,12.6907664
Asia,1994,12.71402378
Asia,1995,12.71877602
Asia,1996,12.70512589
Asia,1997,12.6789938
Asia,1998,12.64712116
Asia,1999,12.61698704
Asia,2000,12.59593652
Asia,2001,12.58319355
Asia,2002,12.57153613
Asia,2003,12.56087101
Asia,2004,12.55081348
Asia,2005,12.54147188
Asia,2006,12.517507
Asia,2007,12.47416438
Asia,2008,12.42451832
Asia,2009,12.38190751
Asia,2010,12.35921939
Asia,2011,12.35129186
Asia,2012,12.34351426
Asia,2013,12.33752211
Asia,2014,12.33441698
Asia,2015,12.3356622
Asia,2016,12.34982619
Asia,2017,12.3649713
Asia,2018,12.35524923
Asia,2019,12.32385903
Australasia,1990,18.58349549
Australasia,1991,18.6151321
Australasia,1992,18.63892508
Australasia,1993,18.65537553
Australasia,1994,18.65968184
Australasia,1995,18.66118951
Australasia,1996,18.61955348
Australasia,1997,18.53277699
Australasia,1998,18.44092838
Australasia,1999,18.37977328
Australasia,2000,18.38054207
Australasia,2001,18.49367733
Australasia,2002,18.70945
Australasia,2003,18.95546234
Australasia,2004,19.16916722
Australasia,2005,19.2760933
Australasia,2006,19.2911063
Australasia,2007,19.28784106
Australasia,2008,19.27601306
Australasia,2009,19.25448858
Australasia,2010,19.23909095
Australasia,2011,19.20912711
Australasia,2012,19.15933738
Australasia,2013,19.10103981
Australasia,2014,19.04527322
Australasia,2015,19.01584582
Australasia,2016,18.98679195
Australasia,2017,18.97376174
Australasia,2018,19.06787546
Australasia,2019,19.30001277
Andean Latin America,1990,14.18420806
Andean Latin America,1991,14.1785098
Andean Latin America,1992,14.17222609
Andean Latin America,1993,14.168493
Andean Latin America,1994,14.16817815
Andean Latin America,1995,14.16970582
Andean Latin America,1996,14.17177631
Andean Latin America,1997,14.17622763
Andean Latin America,1998,14.1759088
Andean Latin America,1999,14.1758555
Andean Latin America,2000,14.17590778
Andean Latin America,2001,14.17934048
Andean Latin America,2002,14.18875372
Andean Latin America,2003,14.20594504
Andean Latin America,2004,14.21942523
Andean Latin America,2005,14.22624167
Andean Latin America,2006,14.22247723
Andean Latin America,2007,14.21256317
Andean Latin America,2008,14.20343284
Andean Latin America,2009,14.19813892
Andean Latin America,2010,14.19784898
Andean Latin America,2011,14.20840241
Andean Latin America,2012,14.22394251
Andean Latin America,2013,14.24427899
Andean Latin America,2014,14.25810897
Andean Latin America,2015,14.26602627
Andean Latin America,2016,14.26623246
Andean Latin America,2017,14.26385947
Andean Latin America,2018,14.25902699
Andean Latin America,2019,14.24868358
America,1990,14.37268633
America,1991,14.44026367
America,1992,14.50904067
America,1993,14.57440087
America,1994,14.6332438
America,1995,14.68044078
America,1996,14.79143059
America,1997,14.99793906
America,1998,15.23720941
America,1999,15.44828909
America,2000,15.56915028
America,2001,15.61676185
America,2002,15.64703104
America,2003,15.66158482
America,2004,15.66217595
America,2005,15.64802611
America,2006,15.61723687
America,2007,15.57011058
America,2008,15.51624357
America,2009,15.46364165
America,2010,15.42162052
America,2011,15.35315189
America,2012,15.23509019
America,2013,15.10459965
America,2014,14.9968782
America,2015,14.94653831
America,2016,14.96550968
America,2017,14.99114636
America,2018,15.04199441
America,2019,15.14687903
Africa,1990,12.9942043
Africa,1991,12.99583605
Africa,1992,12.99648076
Africa,1993,12.99580306
Africa,1994,12.9954892
Africa,1995,12.9946051
Africa,1996,12.99554848
Africa,1997,12.998774
Africa,1998,13.00085438
Africa,1999,13.00139894
Africa,2000,12.99621461
Africa,2001,12.98598162
Africa,2002,12.97064083
Africa,2003,12.95384908
Africa,2004,12.93626411
Africa,2005,12.9186837
Africa,2006,12.90218034
Africa,2007,12.88590344
Africa,2008,12.867775
Africa,2009,12.84653354
Africa,2010,12.81979515
Africa,2011,12.78897703
Africa,2012,12.75843111
Africa,2013,12.72905977
Africa,2014,12.704789
Africa,2015,12.68946432
Africa,2016,12.68477406
Africa,2017,12.68156792
Africa,2018,12.67501521
Africa,2019,12.66947478
African Region,1990,12.41119132
African Region,1991,12.41339121
African Region,1992,12.41523945
African Region,1993,12.41794382
African Region,1994,12.42370678
African Region,1995,12.43051438
African Region,1996,12.44681138
African Region,1997,12.47470199
African Region,1998,12.5040783
African Region,1999,12.52844909
African Region,2000,12.53742157
African Region,2001,12.53328823
African Region,2002,12.52369598
African Region,2003,12.51165288
African Region,2004,12.49849243
African Region,2005,12.48525092
African Region,2006,12.46963557
African Region,2007,12.44766319
African Region,2008,12.42105058
African Region,2009,12.39286331
African Region,2010,12.36421223
African Region,2011,12.33181876
African Region,2012,12.29505756
African Region,2013,12.25881001
African Region,2014,12.23032135
African Region,2015,12.21522734
African Region,2016,12.21721557
African Region,2017,12.22118727
African Region,2018,12.21776719
African Region,2019,12.21142442
African Union,1990,12.9942043
African Union,1991,12.99583605
African Union,1992,12.99648076
African Union,1993,12.99580306
African Union,1994,12.9954892
African Union,1995,12.9946051
African Union,1996,12.99554848
African Union,1997,12.998774
African Union,1998,13.00085438
African Union,1999,13.00139894
African Union,2000,12.99621461
African Union,2001,12.98598162
African Union,2002,12.97064083
African Union,2003,12.95384908
African Union,2004,12.93626411
African Union,2005,12.9186837
African Union,2006,12.90218034
African Union,2007,12.88590344
African Union,2008,12.867775
African Union,2009,12.84653354
African Union,2010,12.81979515
African Union,2011,12.78897703
African Union,2012,12.75843111
African Union,2013,12.72905977
African Union,2014,12.704789
African Union,2015,12.68946432
African Union,2016,12.68477406
African Union,2017,12.68156792
African Union,2018,12.67501521
African Union,2019,12.66947478
Wales,1990,14.80462217
Wales,1991,14.76267842
Wales,1992,14.71971068
Wales,1993,14.6841091
Wales,1994,14.65436087
Wales,1995,14.62853407
Wales,1996,14.60644992
Wales,1997,14.58464355
Wales,1998,14.57002719
Wales,1999,14.55504164
Wales,2000,14.53844295
Wales,2001,14.50922333
Wales,2002,14.46045522
Wales,2003,14.40585827
Wales,2004,14.36337365
Wales,2005,14.34417295
Wales,2006,14.34094823
Wales,2007,14.34466374
Wales,2008,14.35642808
Wales,2009,14.36187335
Wales,2010,14.36894648
Wales,2011,14.37596555
Wales,2012,14.39429287
Wales,2013,14.41401035
Wales,2014,14.43126552
Wales,2015,14.44054118
Wales,2016,14.42983746
Wales,2017,14.41361584
Wales,2018,14.42125016
Wales,2019,14.43710378
Scotland,1990,14.26940589
Scotland,1991,14.16820072
Scotland,1992,14.07388534
Scotland,1993,13.99557071
Scotland,1994,13.9390179
Scotland,1995,13.91096818
Scotland,1996,13.90308388
Scotland,1997,13.89860783
Scotland,1998,13.89303362
Scotland,1999,13.88808726
Scotland,2000,13.8801148
Scotland,2001,13.86550685
Scotland,2002,13.84525065
Scotland,2003,13.82595167
Scotland,2004,13.80799144
Scotland,2005,13.79646272
Scotland,2006,13.80081465
Scotland,2007,13.82106995
Scotland,2008,13.85187629
Scotland,2009,13.88252501
Scotland,2010,13.90461827
Scotland,2011,13.92565782
Scotland,2012,13.95342676
Scotland,2013,13.97617886
Scotland,2014,13.98701994
Scotland,2015,13.98248116
Scotland,2016,13.93306692
Scotland,2017,13.89134744
Scotland,2018,13.90011995
Scotland,2019,13.94262129
